,train,val,test
220,TCGA-D8-A27F-01A-01-TS1.2e0f4ed4-dfe1-4f68-bd82-8b02f809d00c,,11BR023-3fcdf59d-15ef-4b40-884b-168580
221,TCGA-D8-A27M-01A-01-TSA.67f12b28-f756-49c8-a7f2-d15263d7a122,,11BR023-940d78ca-1ccb-47e3-9a5e-6f0ae3
222,TCGA-E2-A14N-01A-03-TSC.f25db7f7-db83-4011-9198-683dbc592da6,,11BR024-9efd41a5-3db1-445b-accb-040c2b
223,TCGA-E2-A14P-01A-03-TSC.e301fe1e-c75b-4ed2-b304-16a9d63fd835,,11BR024-288b55c5-f1b1-421f-ac98-c28842
224,TCGA-E2-A14R-01A-01-TSA.743927ec-2d43-4242-aa8b-c56a0fc83352,,11BR024-53723086-8858-4395-93d7-0baa68
225,TCGA-E2-A14X-01A-01-TSA.8d861810-a681-4877-bccd-aa0f83074a2a,,11BR024-e9eb8ae9-df63-448a-bca2-34d3a5
226,TCGA-E2-A150-01A-01-TSA.c32feae0-434d-4e04-9cfa-5b0d89547711,,11BR025-8d7fc1ef-a0ac-44bb-8381-1444a0
227,TCGA-E2-A158-01A-01-TS1.7dc3c147-bcdb-4e14-83ef-71e24102846a,,11BR025-b93611c1-2fe4-494c-a5f3-f19e42
228,TCGA-E2-A159-01A-01-TSA.257b9eec-d799-4545-bae4-b279258bba63,,11BR027-413d7d87-7b86-4b76-af93-8e8136
229,TCGA-E2-A1AZ-01A-01-TS1.4941221b-33e9-4b2a-8165-cc2221732f78,,11BR027-5700478d-c6c1-48d5-9ab4-3f82fb
230,TCGA-E2-A1B0-01A-01-TSA.728f0954-4ed3-4d7a-932d-fc250ba11b61,,11BR028-3b177fd6-e7d2-4312-bec7-4a253d
231,TCGA-E2-A1B6-01A-03-TSC.f0917d61-c963-42cf-86c7-48b1e70c662d,,11BR028-6698bd88-fe4f-4ffa-ac78-7e13a9
232,TCGA-E2-A1II-01A-01-TSA.b8bb5828-b6a3-45e3-bd16-27722e9fa705,,11BR028-10f3b034-038b-481e-b501-a28055
233,TCGA-E2-A1L7-01A-01-TSA.d812be09-0f0b-4172-a039-18e2d89f3e9d,,11BR028-885fe794-a98e-4f81-a284-ac4bb8
234,TCGA-E2-A1LB-01A-01-TSA.421ba6bf-0e55-4fa7-81f3-3cf0fde480ed,,11BR030-4749ba99-d3b8-4ae3-b6f6-458bc7
235,TCGA-E2-A1LG-01A-02-TSB.23e175ad-93af-41f1-a8be-c37cc3ee5d47,,11BR030-52f3cbfb-f1ac-4a5a-bdbf-496c3c
236,TCGA-E2-A1LH-01A-01-TS1.e49c714b-f97e-4643-805a-9fad366d64bf,,11BR030-63a05d68-f0f7-42d9-a45f-df0f7e
237,TCGA-E2-A1LK-01A-02-TSB.5f4a6e3e-8c5c-43b3-9053-44a4d0f9f954,,11BR030-ced30fb4-9c6a-41fa-b252-21b2e0
238,TCGA-E2-A1LL-01A-01-TSA.1d9c8e71-3608-4122-8a5d-ede57403c3b1,,11BR031-3fdf0dbe-e05c-465f-8bed-4a92dd
239,TCGA-E2-A1LS-01A-01-TSA.ab745fbc-dd5a-47f7-b60e-9533e52465e6,,11BR031-744399ac-9c3a-4f63-96b4-e42dbb
240,TCGA-E2-A574-01A-01-TSA.EE331433-5ED0-495C-8704-E7D8C73DA803,,11BR032-84332a36-52e6-41df-aa73-d9c561
241,TCGA-E9-A1N9-01A-01-TSA.dec56c61-13f3-4eda-898b-1f2e40b6f54a,,11BR032-314de592-f356-4801-8ace-278173
242,TCGA-E9-A1NC-01A-01-TSA.9b7d0568-bc04-4e9f-9487-d020f177e077,,11BR036-06054037-40fe-455f-b937-56e828
243,TCGA-E9-A1NC-01A-02-TSB.45067FA5-9305-45D9-A343-FCCECF9BABF4,,11BR036-45b99ac4-0859-4a3d-8b1e-ce5590
244,TCGA-E9-A1ND-01A-01-TSA.602c0689-b15d-4d0c-a76c-13f97b713b4d,,11BR038-4e766d9f-ede3-4311-bf09-b1f9ba
245,TCGA-E9-A22G-01A-01-TSA.825b13d3-0415-42cc-820c-a2ea524d25a9,,11BR038-cc547d34-07e1-4bc8-a89b-0d8e96
246,TCGA-E9-A5FL-01A-01-TSA.4543A1A7-CE9F-4038-88DA-F7869AF4B8FD,,11BR040-5256498d-4ab0-4b62-a205-0d0e3e
247,TCGA-EW-A1OV-01A-01-TSA.9ccd6a13-34e4-4d98-9a18-3e7136ec0a13,,11BR040-7709b3d7-26ca-4408-ad9a-43119b
248,TCGA-EW-A1OW-01A-02-TSB.fa679090-1580-4a00-88b9-b218030a0e09,,11BR040-9ee809ba-dd97-4f2e-91fc-9faa50
249,TCGA-EW-A1P4-01A-02-TSB.4e509c5d-75a2-4996-a202-32910c7b745a,,11BR040-d7b05dce-4362-4e8f-a77a-07dd74
250,TCGA-EW-A1P8-01A-01-TSA.56d3d7c4-7386-4e5b-9ee0-630a70032b5a,,11BR042-a176fcc2-97b5-45c3-a0f3-3b2e41
251,TCGA-EW-A1PH-01A-01-TS1.2f389a6d-0faa-49c5-bb7d-ff0eaf2adb69,,11BR042-d1d094d8-1b54-40a2-9e14-43b0d6
252,TCGA-EW-A2FR-01A-01-TSA.516FAE11-477F-423F-82CB-9041FA0D8111,,11BR043-329f9379-9754-4a39-aa49-544d42
253,TCGA-EW-A6SB-01A-01-TS1.A3AF72E9-5C7A-467B-A0BB-B02CEBDC5B76,,11BR043-6d34d499-167e-42aa-9790-316fca
254,TCGA-EW-A6SD-01A-01-TS1.7DCEC4B4-086D-4694-AB4F-9091A8A20205,,11BR044-d92a2942-dba6-4fff-b0d0-0566fb
255,TCGA-GI-A2C9-01A-01-TS1.01FAE5C6-F81E-4FD6-A5E1-560AC898857F,,11BR044-75adceb5-eea5-4cb1-864e-876a8f
256,TCGA-GM-A2DB-01A-03-TSC.C17D5A0E-AF3D-49D8-8604-C0E1DA70926D,,11BR047-7e36d35d-175c-4ff2-9a18-8dc91c
257,TCGA-GM-A2DD-01A-01-TSA.A6FD944E-FDD8-4D2F-8304-FFD1617F4C8D,,11BR047-81116212-b7e6-454b-9579-105cf3
258,TCGA-GM-A2DF-01A-01-TSA.92173C4D-78C6-4213-BE01-673760EF899C,,11BR047-ba974b39-e9f8-463e-8a38-0dcdbd
259,TCGA-GM-A2DH-01A-01-TSA.E3F030AF-39E8-4725-A338-9E93F9E6F79C,,11BR047-ef52c640-13a9-4855-9ce2-0be77a
260,TCGA-GM-A2DI-01A-03-TSC.DB9E24D8-2B07-483E-A490-2B64240EFCEE,,11BR049-2e700669-85b0-43fa-a9c7-3eaf5a
261,TCGA-GM-A3NW-01A-02-MSB.18C875E2-C15C-4B47-8AC5-6125F93B9334,,11BR049-e8cbdd4d-1d89-4e1f-b8aa-ef4ff8
262,TCGA-GM-A3XL-01A-01-TSA.F83E6727-0539-4E34-99EE-ED3322F4A72C,,11BR050-d47473db-7a43-4cfc-9cf6-e3c6eb
263,TCGA-HN-A2NL-01A-01-TSA.0959AC56-81B8-4CB8-AA50-C2D480F8E584,,11BR050-d8a5467b-549b-48ed-9ae5-c9c39d
264,TCGA-LL-A441-01A-01-TS1.52D3F3E0-9C68-4C47-891F-D1CB5C461077,,11BR051-d5187303-080a-4cec-b069-e06b6b
265,TCGA-LL-A5YO-01A-02-TS2.5819C502-EEA4-4D98-B4EC-E184B374ECFB,,11BR051-56b488cf-a189-47a8-b4e2-d976eb
266,TCGA-LL-A740-01A-02-TSB.AA89991A-E10F-48FB-BC4F-F65F0F2B51FD,,11BR053-28be2eb2-1c1c-4799-b5af-e4b447
267,TCGA-OL-A5D6-01A-02-TSB.9E12E9C6-91FD-4CED-B469-37D7A88026D1,,11BR053-fb526979-ee2d-4edf-b41d-01074f
268,TCGA-OL-A5D7-01A-01-TS1.7E18BE03-E64D-4030-8352-5F90731999C6,,11BR054-50dc6d1c-7e47-4378-b13b-f63649
269,TCGA-OL-A5RW-01A-01-TS1.4A172D57-5F02-4680-8106-81459FC20B26,,11BR054-b10c7b72-1d44-4668-a637-a536b2
270,TCGA-OL-A66P-01A-01-TS1.239F863A-670C-45FC-ACD9-B38395FC2383,,11BR055-4533a2d6-e850-43f3-9c44-621c07
271,TCGA-OL-A97C-01A-03-TSC.4E4F341F-99D6-4033-BA91-48954441006C,,11BR055-f77e42b0-39c0-43a5-b138-9a0c8c
272,TCGA-S3-AA10-01A-02-TS2.84A28F62-0621-44F8-88A1-E224FC17D6BB,,11BR056-22054f60-8957-4f3f-9e69-0b2735
273,TCGA-S3-AA15-01A-01-TS1.395D6B62-E484-472A-9283-DA4CD6CB4E79,,11BR056-e45c73a8-da96-4269-a039-d43942
274,TCGA-UU-A93S-01A-02-TSB.B831443D-9BE6-43E0-941D-3881CBC80A78,,11BR058-0dbdef5f-15d0-43b2-819f-c145ab
275,TCGA-3C-AAAU-01A-01-TS1.2F52DD63-7476-4E85-B7C6-E06092DB6CC1,,11BR058-14a6ef64-9a7a-4887-a486-df98d1
276,TCGA-3C-AALJ-01A-03-TSC.272FA991-8382-409A-A00A-9A3BAA6EE041,,11BR058-1c4af263-17b3-4244-9a54-68ef91
277,TCGA-3C-AALK-01A-01-TSA.B64ED65E-C91A-42C9-89A5-1B099C7112C3,,11BR058-80a970f7-7b36-4450-aff8-0b55dc
278,TCGA-4H-AAAK-01A-01-TS1.E2C90DAA-EEAF-4F0B-9495-B100AA4DC26C,,11BR059-fc0aa1e4-c1d8-43ed-a5cd-038f61
279,TCGA-5L-AAT0-01A-01-TS1.E7894281-DAB5-4603-B42A-A4C71FBE3D37,,11BR059-fd05a7ee-951f-48de-a11a-6e4555
280,TCGA-5L-AAT1-01A-01-TS1.140261A5-268A-4C22-9E3E-066B47697DCB,,11BR060-97cc4d46-cf80-41f1-b99c-bc4829
281,TCGA-5T-A9QA-01A-01-TSA.2224E235-416C-4426-BAE4-55961186FB4E,,11BR060-cc162acb-2fbc-4356-a664-b6c104
282,TCGA-A1-A0SB-01A-01-BS1.0af5f17f-e9a6-4424-8eae-728878063437,,11BR072-aedfeb46-160a-4496-8604-25e857
283,TCGA-A1-A0SB-01A-01-TS1.ed80b57e-ce46-45d6-b8cf-bb18e254488f,,11BR072-59318d66-8b88-45b2-9b97-90e9a7
284,TCGA-A1-A0SD-01A-01-BS1.24ae9ce9-ef51-4cef-a095-1681d4bdd2fb,,11BR072-e142306b-c660-4b82-85c5-caf4fb
285,TCGA-A1-A0SD-01A-01-TS1.6a18f1d4-bee3-453c-a84f-0f82f93e95f2,,11BR073-1664b920-5e60-4e3b-9aab-fe121c
286,TCGA-A1-A0SE-01A-01-BS1.bc41fb6d-f6a5-495c-b429-80d289f0bda1,,11BR073-2169ae85-751c-4578-8e98-3e2637
287,TCGA-A1-A0SE-01A-01-TS1.9de25aa5-6128-49b4-990b-c6bf3830489d,,11BR073-5604b659-cc91-4179-94c1-04558f
288,TCGA-A1-A0SF-01A-01-MSA.d0f9a7bb-14fb-45a6-aedc-eddaa95ad41f,,11BR073-5d27516f-58d7-4155-80b4-4c7f39
289,TCGA-A1-A0SF-01A-01-TSA.76e0b1d7-e95b-4c5e-8f53-b62d2700da2e,,11BR074-91104847-e243-4297-9ce9-d9cbaf
290,TCGA-A1-A0SG-01A-01-BS1.84831814-39ee-4e94-9ee0-48031507eb9a,,11BR074-12ce8313-6c54-4bee-a996-1aa7f8
291,TCGA-A1-A0SG-01A-01-TS1.5f26a16f-7657-4383-8c5e-48c62cc2e258,,11BR074-06e59ae3-8981-40ca-bbd6-e19060
292,TCGA-A1-A0SI-01A-01-BS1.0b6b1f20-962e-4775-a5e2-9eef9ab5e97e,,11BR074-3367406e-d39c-4641-a3e7-44e1f3
293,TCGA-A1-A0SI-01A-01-TS1.c9eb6742-072c-4de1-b1a1-888c39be8b90,,11BR075-2b11406e-c966-4265-9ac9-548d38
294,TCGA-A1-A0SJ-01A-01-BSA.f9a1ae6c-0cdf-4fdb-b397-17a1e2fc8b74,,11BR075-5504c643-4a9c-4ec4-ab07-bebdaf
295,TCGA-A1-A0SJ-01A-01-TSA.c61cc926-b7df-4519-a049-1a65ec97a99c,,11BR080-2ddefa4f-77aa-416f-93f3-904e07
296,TCGA-A1-A0SM-01A-01-BS1.f31192b0-feeb-4274-bd1e-53b1a036c888,,11BR080-e2c7113f-957f-4088-b57d-55d2f2
297,TCGA-A1-A0SM-01A-01-TS1.cd7bf3d5-af28-4149-9aae-3bb69301bfb0,,13BR009-abf1a289-62a4-4eaa-bed9-2be141
298,TCGA-A2-A04N-01A-01-MSA.8c234a82-e8e8-41dd-8019-58bd895f50e8,,13BR009-30e0d7c3-d191-457b-a9be-3b9d97
299,TCGA-A2-A04N-01A-01-TSA.a50fe5fd-8966-4b48-b012-4db45bd71ff7,,13BR009-3b05e59b-a88d-4601-8a92-df2750
300,TCGA-A2-A04R-01A-04-BSD.8ce73dd5-7124-4ff1-8a07-12b5e8aad3a9,,13BR009-3ca53fdf-e917-4e58-8f8d-866ea5
301,TCGA-A2-A04R-01A-04-TSD.f8e56971-436f-495e-a7c2-3a147059fc62,,13BR009-878c2524-208e-40b2-8089-ceb820
302,TCGA-A2-A04X-01A-01-BS1.dfc80b9d-cce5-4f91-9e2e-a5dbff049463,,14BR005-2386c36d-8d5d-4fd4-bbfa-39cc8d
303,TCGA-A2-A04X-01A-02-BS2.e8b8e62b-18f3-47f1-8b53-94659913afda,,14BR005-dae96969-29be-4442-b06d-9948fe
304,TCGA-A2-A04Y-01A-02-BS2.0fd3867e-c47f-471c-b946-25b244d8c0e8,,14BR005-f26c9e17-ea65-409a-8e11-bfe75e
305,TCGA-A2-A04Y-01A-02-MS2.42e84e21-3226-4585-9865-3b624fca05bd,,14BR008-6721a812-3e25-4091-bab1-81f902
306,TCGA-A2-A0CL-01A-01-BS1.216b597c-9d7c-448f-984e-5659006a9c40,,14BR008-99df02e0-56b3-4b00-80b7-ea58ce
307,TCGA-A2-A0CL-01A-01-TS1.02a06b9c-8ae0-4f30-96c5-07cce9563397,,14BR008-ca14c6dd-2069-4bc5-b1f2-6f2297
308,TCGA-A2-A0CO-01A-01-BSA.B53F8E3C-C025-4688-890F-DBF91A034AF6,,14BR014-24ba8f2d-d001-46e7-a11c-e6be54
309,TCGA-A2-A0CO-01A-01-TSA.74EB2294-EFC4-466E-B903-8BB7803A5024,,14BR014-d1034660-11ce-4e38-9ad0-8b9b72
310,TCGA-A2-A0CP-01A-01-BSA.2e7307b1-f88e-4570-8a33-e687088308f2,,14BR014-db10b634-d0ca-46bf-8386-a8d0ab
311,TCGA-A2-A0CP-01A-01-TSA.0e422cec-f6cb-44b0-a386-d0e862300b90,,14BR014-f31e8b5d-5e7c-4686-9380-2ea1c2
312,TCGA-A2-A0CQ-01A-02-BSB.3aff800d-8a96-4675-9be3-a77666fbf078,,15BR003-433c2eb6-560f-4387-93af-6c2e1a_3
313,TCGA-A2-A0CQ-01A-02-TSB.9510458b-dc35-43ef-a4ff-684a23bf6b87,,15BR003-433c2eb6-560f-4387-93af-6c2e1a
314,TCGA-A2-A0CR-01A-01-BSA.EEDC8A56-25C0-4348-B5CD-E91C2CC3411B,,15BR003-433c2eb6-560f-4387-93af-6c2e1a_2
315,TCGA-A2-A0CR-01A-01-TSA.192598C2-7093-4171-B779-6EDE8AD7998B,,15BR003-58336ed9-ea8c-468c-a23c-2daed3
316,TCGA-A2-A0CS-01A-01-BSA.a932a854-ba6f-4a29-9fdc-4f5ce63e440c,,15BR003-800872f5-e088-44c4-b6c5-e5b078
317,TCGA-A2-A0CS-01A-01-TSA.1c053f5f-ca22-41a9-b815-681eb2a4ea5e,,15BR003-a9ab0d62-b658-423c-86f1-cbb9ad
318,TCGA-A2-A0CT-01A-02-BSB.0aa72ee2-8d99-4e03-8f40-7a55d0acb7ad,,18BR002-fe591474-99d7-44d3-be73-c3b8ed
319,TCGA-A2-A0CT-01A-03-BSC.af279bd3-085c-4035-9a0d-bb02d801636e,,18BR003-436297af-feb7-4754-96b7-c5bfb5
320,TCGA-A2-A0CU-01A-01-BS1.37059615-5809-4066-992a-ec50f8c2041c,,18BR004-b292e992-0611-4254-872f-af8275
321,TCGA-A2-A0CU-01A-01-TS1.332cdd40-deca-4fad-8cf6-03fb91b121c3,,18BR006-bebb15ad-03f1-4773-b3d4-2f78e3
322,TCGA-A2-A0CV-01A-03-BSC.14215df5-081f-4f57-a912-da96e1f7aa24,,18BR007-1ae5772a-ba49-4c00-b890-7513d0
323,TCGA-A2-A0CV-01A-03-TSC.3b9baf94-f5f8-4949-a017-4cd1152f87c5,,18BR009-5c9ee07a-ca8f-49bf-9c03-2dc513
324,TCGA-A2-A0CW-01A-02-BSB.e5c24b99-3704-46cf-b097-a9834d81c169,,18BR010-0bb9d596-774e-452b-9c89-a6643c
325,TCGA-A2-A0CW-01A-02-TSB.8bc46f2e-400f-4de8-aa07-9c632cea132f,,18BR016-3bbf4310-6a83-4d3b-8772-a5dbb6
326,TCGA-A2-A0CX-01A-02-BSB.04ad0cae-1b9c-472f-8d08-ea6995e00bdd,,18BR016-473bb045-08a9-46f3-ad01-036686
327,TCGA-A2-A0CX-01A-02-TSB.eae9814e-e25c-4dfe-9564-e348c74699ba,,18BR017-392b8aa4-9f99-4250-b693-326260
328,TCGA-A2-A0CY-01A-01-BS1.9b133694-9867-4641-af14-71e493280442,,18BR017-6bb1d0c5-85b9-4234-951d-4248e3
329,TCGA-A2-A0CY-01A-01-TS1.ec017ab1-ed8c-494e-a8de-a8b5c8a87059,,18BR019-0edcba67-0714-4b04-b433-77834e
330,TCGA-A2-A0CZ-01A-01-BS1.792ef70c-5f29-44df-8d18-0b54697b2cca,,18BR019-3a987590-ed76-44f9-b7e5-e8ea5f
331,TCGA-A2-A0CZ-01A-01-TS1.ad515c60-a532-4cab-ac6d-6bbdd877683b,,20BR001-358296ad-e2a7-40cd-849e-8590fd
332,TCGA-A2-A0D3-01A-01-BSA.a92d21bb-df83-4a6d-87d4-4558f0b8172f,,20BR001-5e9bfd9b-5151-4f85-8b7d-795df0
333,TCGA-A2-A0D3-01A-01-TSA.55add6f4-ecd3-4228-af07-045ef5a2cbf6,,20BR001-bee098dc-797a-4e05-8565-05311f
334,TCGA-A2-A0D4-01A-01-BSA.0665ed7a-c8e2-4b8a-bf73-8c06dab48c47,,20BR002-9462caa5-13e8-4997-a4f7-294f16
335,TCGA-A2-A0D4-01A-01-TSA.471f053f-ccfd-4d9a-89d6-59eaf3d7c459,,20BR002-abee08ca-606d-4e2a-a2e6-24780f
336,TCGA-A2-A0EM-01A-01-BSA.aef9970e-ae41-478b-bdd1-510eec165c06,,20BR002-d362c243-ccef-4cf5-ae72-2c124f
337,TCGA-A2-A0EM-01A-01-TSA.c792570c-b567-47a4-8092-4f9021843df7,,20BR005-0044700f-37cc-4f2e-81d6-90b367_D1_D1
338,TCGA-A2-A0EN-01A-01-BSA.7918d788-f2ab-44cd-8c1d-14659668e34f,,20BR005-2f398497-d53e-4838-8006-d60f3e
339,TCGA-A2-A0EN-01A-01-TSA.d57caa16-813c-41c9-9b9a-3e906e576bb0,,20BR005-5040c9cd-fe29-4579-a03a-b60825
340,TCGA-A2-A0EO-01A-01-MSA.a8ba9ddd-967b-428f-aef6-81207cb53e35,,20BR006-fae06d14-9ff3-4e06-ba5c-ff5827
341,TCGA-A2-A0EO-01A-01-TSA.36f29540-ef11-4f71-bfa7-170e5f037a0a,,20BR006-3f52e236-1daa-4aa0-9a77-e3d043
342,TCGA-A2-A0EP-01A-05-TSE.9746AB87-60C5-41FD-BB30-055B8085B344,,20BR006-b2a80144-9134-4bb7-816e-42adbb
343,TCGA-A2-A0ET-01A-03-BSC.a5ea8948-821d-471d-ba1c-3c36807ff5df,,20BR006-bc4095db-0cd3-4894-b725-9464d8
344,TCGA-A2-A0ET-01A-03-TSC.74515b85-25d8-4c5a-9fe8-027a78238b9a,,20BR007-49e164cb-039e-4851-bce5-b2edff
345,TCGA-A2-A0EU-01A-02-MSB.44688c8e-aaff-4acd-b70e-d4c570a04317,,20BR007-33adae13-5dbd-4530-a5d5-3763e4
346,TCGA-A2-A0EU-01A-02-TSB.648d1299-d273-4ae2-8926-cfad39ff735a,,20BR007-547f521a-5851-426c-a125-d9d82c
347,TCGA-A2-A0EV-01A-01-BSA.895f4272-acc0-48e5-8c91-58209e6aa849,,20BR007-682646a1-2895-4a6b-bf31-7c0df5
348,TCGA-A2-A0EV-01A-01-TSA.49658afd-55bd-4adb-a3c2-06a4e633efc5,,20BR007-86de77de-25e4-4d82-b78b-7b700c
349,TCGA-A2-A0EY-01A-01-BSA.dbf1ad9c-0529-4b08-90fc-5b1d7da797aa,,20BR007-ad0e8ff9-9ef1-4f0e-bd1f-4bb144
350,TCGA-A2-A0EY-01A-01-TSA.b3cf2e58-b037-4496-b85e-6fefe2d42e01,,20BR008-76d73924-1d5a-4d75-b776-1f1b2b
351,TCGA-A2-A0SV-01A-01-BSA.94a1dce7-dd72-40a0-8e19-a688d46281f5,,20BR008-acf022b3-7f01-43b3-ac14-86f97d
352,TCGA-A2-A0SV-01A-01-TSA.bdab1f53-b83c-494c-9a73-487ee771adf9,,20BR008-b87e7f88-a1f2-425a-8cff-8ae4b9
353,TCGA-A2-A0SW-01A-01-BSA.7a710f66-502f-43fa-94eb-742243cf2aff,,20BR008-beafe19e-9dc1-4aff-ba98-d321d9
354,TCGA-A2-A0SW-01A-01-TSA.dff06b29-6dfc-4d17-8b78-0ef50f9aa985,,20BR008-f6949be3-1204-4f1f-a6b9-de4cc9
355,TCGA-A2-A0T3-01A-02-BSB.19f759a7-4b0f-43f3-b1ac-bce827f93fc6,,20BR008-f8005701-9810-427e-b317-b09691
356,TCGA-A2-A0T3-01A-02-TSB.5833680c-4d57-4657-acd7-879e52cfd8c4,,21BR001-01fb2fbe-5d32-4ed1-abf6-6b4539
357,TCGA-A2-A0T5-01A-02-BSB.2bc13b46-4db4-4404-aaa0-8625e1ae7440,,21BR001-96ad607c-e8db-4390-9b9d-b5eb67
358,TCGA-A2-A0T5-01A-02-TSB.b6a2c4da-e252-4a6f-b22f-788dec8d6ede,,21BR001-1fb9fca2-cf63-41f2-9381-d9108c
359,TCGA-A2-A0T7-01A-02-BSB.8f69b301-dcf9-4a7f-a504-187f9a11252a,,21BR001-23eb7a7e-a907-4c07-8270-2ad823
360,TCGA-A2-A0T7-01A-02-TSB.d37d2184-6f53-4c98-88fd-aa854fd50700,,21BR001-474eefd8-34c2-414a-a9ed-f0508f
361,TCGA-A2-A0YC-01A-01-MSA.05ee8628-8199-466f-9e26-012186642f25,,21BR002-32944ee6-428e-44fc-97d6-22665e
362,TCGA-A2-A0YC-01A-01-TSA.dfb0f795-b54a-44fd-8ddd-105ac7c51d35,,21BR002-6261ab21-32e3-4967-a3aa-1e4aff
363,TCGA-A2-A0YD-01A-01-BSA.dbbc3956-3306-4e98-904d-15ed9c0ff148,,21BR002-c9c77570-9be2-4868-844f-5119b1
364,TCGA-A2-A0YD-01A-01-TSA.7cbd1fbb-d5dd-4bc1-94fc-acff71e2b6c9,,21BR010-b455beec-bfee-47db-8c97-5d3fc3
365,TCGA-A2-A0YF-01A-02-MSB.2e4e34a9-4701-4b96-b3d6-22d46c792fa9,,21BR010-39f81c85-1832-45eb-829a-3040ad
366,TCGA-A2-A0YF-01A-02-TSB.65b05e09-46e2-47f8-8ef6-ccc5914752c5,,21BR010-623041b0-a7a0-4621-8357-9175fb
367,TCGA-A2-A0YG-01A-02-BSB.23b5c2d3-91a2-4091-bd43-04210baa9941,,21BR010-68ef4aa9-00b0-4528-8828-4d3e43
368,TCGA-A2-A0YG-01A-02-TSB.8bd4f37a-7944-4379-910c-621a80229783,,21BR010-f3eac3f6-8c8d-4051-8b02-ca529c
369,TCGA-A2-A0YH-01A-01-BSA.5c229b7d-6921-4c3c-a7a1-0c02fe62e5f5,,22BR005-f4c8a52e-e1ff-45df-8db4-7f250c
370,TCGA-A2-A0YH-01A-01-TSA.77998a85-49c4-4bdf-8635-ec9516aad084,,22BR005-0a292de5-baaa-484d-a0a9-5dc405
371,TCGA-A2-A0YI-01A-03-BSC.29006cd1-80d6-4b68-a760-ba91a34b9942,,22BR005-12110cb8-8da4-4461-ac1a-1af490
372,TCGA-A2-A0YI-01A-03-TSC.315f5bb4-4ef4-471e-b5b4-ae73a6038c20,,22BR005-2680bcc3-fb91-4641-9a85-1e2dd2
373,TCGA-A2-A0YJ-01A-01-BSA.d8a11cff-f5fd-4d70-8655-c8db88f7147e,,22BR005-ff2aaf97-376a-466b-86b5-f8b3e7
374,TCGA-A2-A0YJ-01A-01-TSA.a1260b78-3f54-490b-9dd1-7a6cb99e2358,,22BR006-a2637649-1fa1-4c20-a19d-5d5f11
375,TCGA-A2-A0YK-01A-02-BSB.f0b7203e-5c9c-4039-8e1d-cfc683d53a79,,22BR006-af389d30-4266-4cc4-a02e-a310f7
376,TCGA-A2-A0YK-01A-02-TSB.deb9ff5b-b123-4256-99d0-48893875a2a2,,22BR006-cdcc4b54-fcf8-4667-a686-9abda4
377,TCGA-A2-A0YL-01A-02-BSB.b9a27669-4484-41f2-ae55-85eeb3792e60,,22BR006-e6cc08a2-a0a2-4623-ba04-cf11b2
378,TCGA-A2-A0YL-01A-02-TSB.12b73a8a-ac2d-4cd5-b8c2-de8fd1357dea,,22BR006-ffa1343e-56c1-46e8-86ec-a6a50f
379,TCGA-A2-A0YT-01A-01-BSA.661675d9-4e62-4472-9102-166b9e1ffe92,,
380,TCGA-A2-A0YT-01A-01-TSA.fbac252d-8ada-4379-826f-1f255b826280,,
381,TCGA-A2-A1FW-01A-01-TSA.c333d30e-9e9e-4852-a901-f3bf6b52edc7,,
382,TCGA-A2-A1FX-01A-01-TSA.9ddece99-9be4-4d06-b8a5-f10e064a20cd,,
383,TCGA-A2-A1FZ-01A-05-TSE.92edfd43-6c1e-4b2c-851e-e0968ad67036,,
384,TCGA-A2-A1G0-01A-01-TSA.191b630e-777f-41f9-9510-22ed5faa316a,,
385,TCGA-A2-A1G4-01A-01-TSA.5d86407e-c67e-421b-8d36-330113e2205a,,
386,TCGA-A2-A25A-01A-01-TSA.e00dd3e2-e129-4dc6-84a4-5a6385e8bb29,,
387,TCGA-A2-A25C-01A-01-TSA.e71b7275-0ac4-4d98-9f31-044c28153b39,,
388,TCGA-A2-A25D-01A-01-TSA.f5616a1d-8a54-43a1-ade2-c3e63f8db896,,
389,TCGA-A2-A3KC-01A-01-TSA.7390B45C-AB94-4000-B177-A39D64BC275C,,
390,TCGA-A2-A3KD-01A-01-TSA.6CE03E54-350A-4AA7-A249-E55FF073FCB2,,
391,TCGA-A2-A3XV-01A-02-TSB.FF8434E6-B703-43FE-AC0A-AE53131F1EC6,,
392,TCGA-A2-A3XW-01A-01-TSA.9E735B6D-B89D-4A42-9150-3A3CCBACF061,,
393,TCGA-A2-A4RX-01A-01-TSA.7303EA28-797E-4688-9881-417E0D773418,,
394,TCGA-A2-A4RY-01A-03-TSC.AD01C137-2742-4508-A068-D87CAE17E1DA,,
395,TCGA-A2-A4S0-01A-02-TSB.F1106319-81B9-4561-B6E3-D50282A0E42A,,
396,TCGA-A2-A4S2-01A-01-TSA.2C323592-205E-4066-AC07-3CF055B9089C,,
397,TCGA-A2-A4S3-01A-02-TSB.8DF9D6C3-017C-448F-A04B-68F2F69279B7,,
398,TCGA-A7-A0CD-01A-01-BSA.a48267de-7bf0-409f-a8b5-9712f2e06a90,,
399,TCGA-A7-A0CD-01A-01-TSA.8966c3d7-c0d2-47a4-badf-df9412a1e5f0,,
400,TCGA-A7-A0CG-01A-01-BS1.418d89f9-9b2b-4918-abde-431da0a0e601,,
401,TCGA-A7-A0CG-01A-01-TS1.7c898f34-39c1-4a61-bc74-e169bce13449,,
